timestamp,pm25,pm10,no2,so2,co,o3,temp_c,rh_pct,wind_kmh,city,station,pm25_unit,pm10_unit,hour,weekday,month,month_name,date,is_weekend
2023-01-01 13:00:00,99.6,165.1,19.8,20.0,1.06,25.8,14.5,68.0,4.4,Delhi,Anand Vihar,ug/m3,ug/m3,13,Sunday,1,January,2023-01-01,True
2023-01-01 14:00:00,125.1,203.6,24.3,18.4,0.78,20.1,15.6,55.0,8.1,Delhi,Anand Vihar,ug/m3,ug/m3,14,Sunday,1,January,2023-01-01,True
2023-01-01 15:00:00,146.9,269.9,28.8,9.7,1.1,31.7,17.1,54.0,5.7,Delhi,Anand Vihar,ug/m3,ug/m3,15,Sunday,1,January,2023-01-01,True
2023-01-01 16:00:00,135.7,245.0,27.9,12.1,0.96,22.5,15.5,54.0,4.5,Delhi,Anand Vihar,ug/m3,ug/m3,16,Sunday,1,January,2023-01-01,True
2023-01-01 17:00:00,141.8,254.7,61.9,15.5,1.83,14.9,14.9,57.0,2.7,Delhi,Anand Vihar,ug/m3,ug/m3,17,Sunday,1,January,2023-01-01,True
2023-01-01 18:00:00,167.0,279.7,70.6,15.8,1.64,12.1,12.9,64.0,6.7,Delhi,Anand Vihar,ug/m3,ug/m3,18,Sunday,1,January,2023-01-01,True
2023-01-01 19:00:00,244.6,377.9,34.8,14.5,1.52,16.1,10.6,65.0,5.5,Delhi,Anand Vihar,ug/m3,ug/m3,19,Sunday,1,January,2023-01-01,True
2023-01-01 20:00:00,262.6,453.7,54.5,11.2,1.5899999999999999,8.8,12.0,73.0,4.2,Delhi,Anand Vihar,ug/m3,ug/m3,20,Sunday,1,January,2023-01-01,True
2023-01-01 21:00:00,251.5,436.6,51.8,14.5,1.66,9.4,10.8,69.0,7.5,Delhi,Anand Vihar,ug/m3,ug/m3,21,Sunday,1,January,2023-01-01,True
2023-01-01 22:00:00,191.3,300.4,49.1,15.8,1.79,7.3,10.3,74.0,10.6,Delhi,Anand Vihar,ug/m3,ug/m3,22,Sunday,1,January,2023-01-01,True
2023-01-01 23:00:00,207.5,320.6,55.2,9.9,1.93,4.5,9.9,82.0,2.8,Delhi,Anand Vihar,ug/m3,ug/m3,23,Sunday,1,January,2023-01-01,True
2023-01-02 00:00:00,203.35,349.9,53.2,19.3,1.745,8.1,5.1,80.0,6.5,Delhi,Anand Vihar,ug/m3,ug/m3,0,Monday,1,January,2023-01-02,False
2023-01-02 01:00:00,199.2,376.4,43.2,17.8,1.56,8.8,5.0,80.0,5.3,Delhi,Anand Vihar,ug/m3,ug/m3,1,Monday,1,January,2023-01-02,False
2023-01-02 02:00:00,225.4,334.6,64.8,11.5,1.45,10.7,6.1,81.0,6.6,Delhi,Anand Vihar,ug/m3,ug/m3,2,Monday,1,January,2023-01-02,False
2023-01-02 03:00:00,204.1,318.1,50.0,17.5,1.34,4.2,5.1,89.0,7.6,Delhi,Anand Vihar,ug/m3,ug/m3,3,Monday,1,January,2023-01-02,False
2023-01-02 04:00:00,230.1,381.3,39.7,17.0,1.06,3.1,7.1,88.0,8.6,Delhi,Anand Vihar,ug/m3,ug/m3,4,Monday,1,January,2023-01-02,False
2023-01-02 05:00:00,219.4,368.6,40.4,17.1,1.65,8.2,5.5,87.0,3.8,Delhi,Anand Vihar,ug/m3,ug/m3,5,Monday,1,January,2023-01-02,False
2023-01-02 06:00:00,245.9,373.4,63.3,20.6,1.5,6.3,9.2,91.0,0.9,Delhi,Anand Vihar,ug/m3,ug/m3,6,Monday,1,January,2023-01-02,False
2023-01-02 07:00:00,276.8,534.6,46.7,13.8,2.63,5.6,7.7,83.0,4.8,Delhi,Anand Vihar,ug/m3,ug/m3,7,Monday,1,January,2023-01-02,False
2023-01-02 08:00:00,191.5,319.6,54.4,15.1,2.07,9.6,10.9,78.0,4.8,Delhi,Anand Vihar,ug/m3,ug/m3,8,Monday,1,January,2023-01-02,False
2023-01-02 09:00:00,221.6,373.9,56.6,7.2,2.57,10.4,7.0,81.0,0.5,Delhi,Anand Vihar,ug/m3,ug/m3,9,Monday,1,January,2023-01-02,False
2023-01-02 10:00:00,191.0,364.4,58.6,18.3,1.8,10.7,9.8,75.0,7.5,Delhi,Anand Vihar,ug/m3,ug/m3,10,Monday,1,January,2023-01-02,False
2023-01-02 11:00:00,157.8,241.4,44.3,17.9,1.46,18.2,12.6,63.0,3.7,Delhi,Anand Vihar,ug/m3,ug/m3,11,Monday,1,January,2023-01-02,False
2023-01-02 12:00:00,143.6,227.7,28.6,19.5,1.56,25.8,10.9,68.0,4.9,Delhi,Anand Vihar,ug/m3,ug/m3,12,Monday,1,January,2023-01-02,False
2023-01-02 13:00:00,176.1,248.6,39.3,11.0,1.21,26.3,14.4,70.0,3.6,Delhi,Anand Vihar,ug/m3,ug/m3,13,Monday,1,January,2023-01-02,False
2023-01-02 14:00:00,111.8,175.8,27.3,17.6,1.16,27.5,13.3,69.0,4.5,Delhi,Anand Vihar,ug/m3,ug/m3,14,Monday,1,January,2023-01-02,False
2023-01-02 15:00:00,166.5,229.6,49.2,17.9,1.45,28.2,14.4,64.0,8.2,Delhi,Anand Vihar,ug/m3,ug/m3,15,Monday,1,January,2023-01-02,False
2023-01-02 16:00:00,119.3,205.7,42.4,11.8,1.74,14.7,15.3,62.0,5.2,Delhi,Anand Vihar,ug/m3,ug/m3,16,Monday,1,January,2023-01-02,False
2023-01-02 17:00:00,181.2,302.3,63.0,18.0,2.07,18.3,14.3,63.0,10.3,Delhi,Anand Vihar,ug/m3,ug/m3,17,Monday,1,January,2023-01-02,False
2023-01-02 18:00:00,232.8,362.3,71.45,15.6,1.29,15.7,14.1,71.0,6.6,Delhi,Anand Vihar,ug/m3,ug/m3,18,Monday,1,January,2023-01-02,False
2023-01-02 19:00:00,282.1,446.8,79.9,9.1,2.13,10.6,12.8,60.0,6.8,Delhi,Anand Vihar,ug/m3,ug/m3,19,Monday,1,January,2023-01-02,False
2023-01-02 20:00:00,304.7,526.0,68.8,16.0,2.82,7.6,14.4,77.0,4.5,Delhi,Anand Vihar,ug/m3,ug/m3,20,Monday,1,January,2023-01-02,False
2023-01-02 21:00:00,306.9,438.4,60.5,11.4,1.69,6.7,10.4,75.0,4.8,Delhi,Anand Vihar,ug/m3,ug/m3,21,Monday,1,January,2023-01-02,False
2023-01-02 22:00:00,236.3,385.9,65.3,9.1,1.33,6.8,8.9,74.0,7.6,Delhi,Anand Vihar,ug/m3,ug/m3,22,Monday,1,January,2023-01-02,False
2023-01-02 23:00:00,213.7,366.6,78.3,15.2,1.69,8.8,8.1,76.0,8.0,Delhi,Anand Vihar,ug/m3,ug/m3,23,Monday,1,January,2023-01-02,False
2023-01-03 00:00:00,223.1,298.7,38.8,13.6,1.68,9.9,6.5,76.0,5.7,Delhi,Anand Vihar,ug/m3,ug/m3,0,Tuesday,1,January,2023-01-03,False
2023-01-03 01:00:00,185.0,317.0,48.0,19.7,1.36,9.4,3.7,90.0,6.4,Delhi,Anand Vihar,ug/m3,ug/m3,1,Tuesday,1,January,2023-01-03,False
2023-01-03 02:00:00,153.2,207.3,41.0,14.5,2.0,4.6,6.1,98.0,4.6,Delhi,Anand Vihar,ug/m3,ug/m3,2,Tuesday,1,January,2023-01-03,False
2023-01-03 03:00:00,159.9,252.8,45.9,16.8,2.28,5.4,6.7,87.0,5.5,Delhi,Anand Vihar,ug/m3,ug/m3,3,Tuesday,1,January,2023-01-03,False
2023-01-03 04:00:00,172.6,245.8,42.9,15.7,1.02,8.0,7.3,85.0,5.2,Delhi,Anand Vihar,ug/m3,ug/m3,4,Tuesday,1,January,2023-01-03,False
2023-01-03 05:00:00,237.0,437.6,29.3,17.9,1.52,9.6,6.6,93.0,5.1,Delhi,Anand Vihar,ug/m3,ug/m3,5,Tuesday,1,January,2023-01-03,False
2023-01-03 06:00:00,239.5,341.3,47.4,11.1,1.1,5.7,6.2,86.0,7.5,Delhi,Anand Vihar,ug/m3,ug/m3,6,Tuesday,1,January,2023-01-03,False
2023-01-03 07:00:00,235.0,379.5,66.9,14.6,2.32,8.4,7.9,88.0,4.9,Delhi,Anand Vihar,ug/m3,ug/m3,7,Tuesday,1,January,2023-01-03,False
2023-01-03 08:00:00,230.5,373.8,50.7,13.4,1.86,7.1,11.1,73.0,3.4,Delhi,Anand Vihar,ug/m3,ug/m3,8,Tuesday,1,January,2023-01-03,False
2023-01-03 09:00:00,241.5,370.8,71.4,16.3,1.96,12.4,9.8,78.0,4.3,Delhi,Anand Vihar,ug/m3,ug/m3,9,Tuesday,1,January,2023-01-03,False
2023-01-03 10:00:00,232.7,320.2,56.6,14.8,2.58,12.6,9.8,80.0,4.3,Delhi,Anand Vihar,ug/m3,ug/m3,10,Tuesday,1,January,2023-01-03,False
2023-01-03 11:00:00,167.5,282.4,44.3,11.9,1.26,19.4,15.4,62.0,6.1,Delhi,Anand Vihar,ug/m3,ug/m3,11,Tuesday,1,January,2023-01-03,False
2023-01-03 12:00:00,163.8,214.7,44.6,12.7,0.96,16.5,12.3,62.0,3.6,Delhi,Anand Vihar,ug/m3,ug/m3,12,Tuesday,1,January,2023-01-03,False
2023-01-03 13:00:00,119.5,172.3,35.7,20.9,0.69,16.7,12.4,60.0,7.8,Delhi,Anand Vihar,ug/m3,ug/m3,13,Tuesday,1,January,2023-01-03,False
2023-01-03 14:00:00,122.4,184.9,32.2,9.1,1.44,21.15,15.3,64.0,4.3,Delhi,Anand Vihar,ug/m3,ug/m3,14,Tuesday,1,January,2023-01-03,False
2023-01-03 15:00:00,130.6,226.4,40.2,16.5,1.51,25.6,15.6,66.0,8.9,Delhi,Anand Vihar,ug/m3,ug/m3,15,Tuesday,1,January,2023-01-03,False
2023-01-03 16:00:00,130.3,237.2,41.6,16.25,1.4300000000000002,38.1,15.5,56.0,5.1,Delhi,Anand Vihar,ug/m3,ug/m3,16,Tuesday,1,January,2023-01-03,False
2023-01-03 17:00:00,210.0,375.2,47.2,16.0,1.35,27.1,15.5,74.0,6.3,Delhi,Anand Vihar,ug/m3,ug/m3,17,Tuesday,1,January,2023-01-03,False
2023-01-03 18:00:00,207.7,327.3,52.8,22.7,2.51,9.8,13.4,64.0,7.5,Delhi,Anand Vihar,ug/m3,ug/m3,18,Tuesday,1,January,2023-01-03,False
2023-01-03 19:00:00,254.4,319.3,42.8,17.5,4.13,12.7,12.4,64.0,8.1,Delhi,Anand Vihar,ug/m3,ug/m3,19,Tuesday,1,January,2023-01-03,False
2023-01-03 20:00:00,292.3,486.3,70.0,15.3,2.14,6.8,10.6,78.0,6.6,Delhi,Anand Vihar,ug/m3,ug/m3,20,Tuesday,1,January,2023-01-03,False
2023-01-03 21:00:00,288.4,534.5,69.0,12.3,2.335,7.5,10.2,75.0,11.6,Delhi,Anand Vihar,ug/m3,ug/m3,21,Tuesday,1,January,2023-01-03,False
2023-01-03 22:00:00,283.7,513.4,63.3,15.3,2.53,4.6,9.5,76.0,5.0,Delhi,Anand Vihar,ug/m3,ug/m3,22,Tuesday,1,January,2023-01-03,False
2023-01-03 23:00:00,228.1,382.3,52.5,16.4,1.36,4.7,8.7,79.0,1.2,Delhi,Anand Vihar,ug/m3,ug/m3,23,Tuesday,1,January,2023-01-03,False
2023-01-04 00:00:00,177.2,251.7,49.7,13.9,1.39,5.5,5.3,96.0,4.9,Delhi,Anand Vihar,ug/m3,ug/m3,0,Wednesday,1,January,2023-01-04,False
2023-01-04 01:00:00,188.8,286.6,29.9,11.5,0.84,5.9,4.1,82.0,7.0,Delhi,Anand Vihar,ug/m3,ug/m3,1,Wednesday,1,January,2023-01-04,False
2023-01-04 02:00:00,142.2,276.1,40.2,10.3,1.41,6.8,6.4,95.0,6.1,Delhi,Anand Vihar,ug/m3,ug/m3,2,Wednesday,1,January,2023-01-04,False
2023-01-04 03:00:00,151.1,209.8,31.3,14.5,1.15,5.2,4.4,85.0,2.5,Delhi,Anand Vihar,ug/m3,ug/m3,3,Wednesday,1,January,2023-01-04,False
2023-01-04 04:00:00,160.5,229.0,39.6,9.6,2.06,7.1,3.9,86.0,4.2,Delhi,Anand Vihar,ug/m3,ug/m3,4,Wednesday,1,January,2023-01-04,False
2023-01-04 05:00:00,181.1,318.5,62.3,12.3,1.33,9.3,6.1,87.0,3.0,Delhi,Anand Vihar,ug/m3,ug/m3,5,Wednesday,1,January,2023-01-04,False
2023-01-04 06:00:00,250.9,384.4,61.4,7.5,2.15,7.8,8.3,87.0,4.066666666666666,Delhi,Anand Vihar,ug/m3,ug/m3,6,Wednesday,1,January,2023-01-04,False
2023-01-04 07:00:00,209.9,298.4,59.15,17.1,1.96,7.9,7.9,74.0,5.133333333333334,Delhi,Anand Vihar,ug/m3,ug/m3,7,Wednesday,1,January,2023-01-04,False
2023-01-04 08:00:00,232.6,433.5,56.9,18.5,2.23,10.2,9.5,76.0,6.2,Delhi,Anand Vihar,ug/m3,ug/m3,8,Wednesday,1,January,2023-01-04,False
2023-01-04 09:00:00,296.6,496.9,48.7,14.1,2.44,8.1,10.6,80.0,3.2,Delhi,Anand Vihar,ug/m3,ug/m3,9,Wednesday,1,January,2023-01-04,False
2023-01-04 10:00:00,195.0,300.3,56.6,16.75,1.98,18.7,11.6,76.0,3.4,Delhi,Anand Vihar,ug/m3,ug/m3,10,Wednesday,1,January,2023-01-04,False
2023-01-04 11:00:00,202.2,288.5,57.5,19.4,1.46,13.8,12.5,66.0,6.8,Delhi,Anand Vihar,ug/m3,ug/m3,11,Wednesday,1,January,2023-01-04,False
2023-01-04 12:00:00,127.5,250.4,40.4,15.6,1.14,33.0,13.5,58.0,2.9,Delhi,Anand Vihar,ug/m3,ug/m3,12,Wednesday,1,January,2023-01-04,False
2023-01-04 13:00:00,129.7,207.0,22.7,13.5,1.28,30.6,13.1,63.0,2.7,Delhi,Anand Vihar,ug/m3,ug/m3,13,Wednesday,1,January,2023-01-04,False
2023-01-04 14:00:00,110.1,202.6,30.2,12.7,0.71,30.2,12.6,64.0,10.5,Delhi,Anand Vihar,ug/m3,ug/m3,14,Wednesday,1,January,2023-01-04,False
2023-01-04 15:00:00,131.6,230.3,22.4,16.0,1.74,29.3,18.0,60.0,3.7,Delhi,Anand Vihar,ug/m3,ug/m3,15,Wednesday,1,January,2023-01-04,False
2023-01-04 16:00:00,187.9,285.4,46.9,13.4,1.51,22.4,14.9,67.0,0.5,Delhi,Anand Vihar,ug/m3,ug/m3,16,Wednesday,1,January,2023-01-04,False
2023-01-04 17:00:00,141.0,214.3,42.6,15.9,1.66,15.3,13.8,60.0,1.9,Delhi,Anand Vihar,ug/m3,ug/m3,17,Wednesday,1,January,2023-01-04,False
2023-01-04 18:00:00,244.4,452.0,44.6,16.2,2.21,11.7,12.5,57.0,0.5,Delhi,Anand Vihar,ug/m3,ug/m3,18,Wednesday,1,January,2023-01-04,False
2023-01-04 19:00:00,264.9,490.6,72.4,13.1,1.98,18.0,13.9,64.0,9.1,Delhi,Anand Vihar,ug/m3,ug/m3,19,Wednesday,1,January,2023-01-04,False
2023-01-04 20:00:00,240.9,319.4,68.7,18.2,2.17,9.6,11.5,71.0,4.8,Delhi,Anand Vihar,ug/m3,ug/m3,20,Wednesday,1,January,2023-01-04,False
2023-01-04 21:00:00,205.1,346.7,60.5,13.1,1.65,6.1,8.9,71.0,2.4,Delhi,Anand Vihar,ug/m3,ug/m3,21,Wednesday,1,January,2023-01-04,False
2023-01-04 22:00:00,254.9,403.0,81.3,13.9,2.09,8.3,8.4,76.0,6.4,Delhi,Anand Vihar,ug/m3,ug/m3,22,Wednesday,1,January,2023-01-04,False
2023-01-04 23:00:00,211.1,304.6,54.0,10.9,1.72,7.6,8.0,87.0,9.3,Delhi,Anand Vihar,ug/m3,ug/m3,23,Wednesday,1,January,2023-01-04,False
2023-01-05 00:00:00,199.4,327.4,36.0,13.0,1.56,6.2,6.0,81.0,4.6,Delhi,Anand Vihar,ug/m3,ug/m3,0,Thursday,1,January,2023-01-05,False
2023-01-05 01:00:00,192.3,268.8,45.5,23.8,2.08,5.4,6.8,81.0,9.1,Delhi,Anand Vihar,ug/m3,ug/m3,1,Thursday,1,January,2023-01-05,False
2023-01-05 02:00:00,257.1,392.6,38.8,19.65,1.26,8.1,8.0,93.0,4.2,Delhi,Anand Vihar,ug/m3,ug/m3,2,Thursday,1,January,2023-01-05,False
2023-01-05 03:00:00,187.8,277.4,53.4,15.5,1.48,8.6,4.5,93.0,2.1,Delhi,Anand Vihar,ug/m3,ug/m3,3,Thursday,1,January,2023-01-05,False
2023-01-05 04:00:00,169.4,257.8,45.1,12.4,1.09,7.4,4.8,84.0,9.5,Delhi,Anand Vihar,ug/m3,ug/m3,4,Thursday,1,January,2023-01-05,False
2023-01-05 05:00:00,223.9,355.6,48.6,8.0,1.87,7.1,4.6,91.0,3.2,Delhi,Anand Vihar,ug/m3,ug/m3,5,Thursday,1,January,2023-01-05,False
2023-01-05 06:00:00,242.9,351.1,37.0,15.9,1.8,6.0,6.3,79.0,3.6,Delhi,Anand Vihar,ug/m3,ug/m3,6,Thursday,1,January,2023-01-05,False
2023-01-05 07:00:00,266.1,590.8,55.4,15.45,2.02,9.1,5.0,78.0,7.6,Delhi,Anand Vihar,ug/m3,ug/m3,7,Thursday,1,January,2023-01-05,False
2023-01-05 08:00:00,289.3,486.3,58.4,15.0,2.09,8.0,10.2,73.0,5.1,Delhi,Anand Vihar,ug/m3,ug/m3,8,Thursday,1,January,2023-01-05,False
2023-01-05 09:00:00,250.3,479.2,48.4,17.8,1.92,8.4,8.3,72.0,4.7,Delhi,Anand Vihar,ug/m3,ug/m3,9,Thursday,1,January,2023-01-05,False
2023-01-05 10:00:00,270.5,426.0,52.2,14.7,3.46,19.6,10.3,73.0,4.4,Delhi,Anand Vihar,ug/m3,ug/m3,10,Thursday,1,January,2023-01-05,False
2023-01-05 11:00:00,143.0,216.5,50.3,15.0,1.7,14.4,12.6,68.0,3.3,Delhi,Anand Vihar,ug/m3,ug/m3,11,Thursday,1,January,2023-01-05,False
2023-01-05 12:00:00,134.5,256.5,37.2,11.2,1.46,13.9,15.4,60.0,5.5,Delhi,Anand Vihar,ug/m3,ug/m3,12,Thursday,1,January,2023-01-05,False
2023-01-05 13:00:00,113.9,172.0,23.5,16.5,0.89,35.0,13.2,62.0,6.2,Delhi,Anand Vihar,ug/m3,ug/m3,13,Thursday,1,January,2023-01-05,False
2023-01-05 14:00:00,121.8,191.5,28.0,13.2,1.32,17.0,14.6,62.0,4.4,Delhi,Anand Vihar,ug/m3,ug/m3,14,Thursday,1,January,2023-01-05,False
2023-01-05 15:00:00,109.2,187.7,29.9,8.4,1.17,22.9,15.4,64.0,6.4,Delhi,Anand Vihar,ug/m3,ug/m3,15,Thursday,1,January,2023-01-05,False
2023-01-05 16:00:00,181.1,256.0,41.5,17.0,1.62,17.0,14.0,62.0,6.0,Delhi,Anand Vihar,ug/m3,ug/m3,16,Thursday,1,January,2023-01-05,False
2023-01-05 17:00:00,184.9,317.6,49.7,18.4,2.19,15.5,14.2,65.0,6.0,Delhi,Anand Vihar,ug/m3,ug/m3,17,Thursday,1,January,2023-01-05,False
2023-01-05 18:00:00,173.5,294.2,52.4,20.1,2.04,25.7,11.5,64.0,4.3,Delhi,Anand Vihar,ug/m3,ug/m3,18,Thursday,1,January,2023-01-05,False
2023-01-05 19:00:00,211.4,384.0,56.1,23.8,1.94,11.3,11.8,63.0,4.1,Delhi,Anand Vihar,ug/m3,ug/m3,19,Thursday,1,January,2023-01-05,False
2023-01-05 20:00:00,283.6,496.0,62.2,16.8,1.35,10.3,12.9,71.0,5.9,Delhi,Anand Vihar,ug/m3,ug/m3,20,Thursday,1,January,2023-01-05,False
2023-01-05 21:00:00,309.4,563.8,70.0,15.8,1.94,9.8,11.1,81.0,2.0,Delhi,Anand Vihar,ug/m3,ug/m3,21,Thursday,1,January,2023-01-05,False
2023-01-05 22:00:00,360.5,570.4,55.4,18.2,1.65,6.2,8.2,85.0,12.2,Delhi,Anand Vihar,ug/m3,ug/m3,22,Thursday,1,January,2023-01-05,False
2023-01-05 23:00:00,392.4,575.9,63.3,11.1,1.36,9.1,6.2,69.0,0.5,Delhi,Anand Vihar,ug/m3,ug/m3,23,Thursday,1,January,2023-01-05,False
2023-01-06 00:00:00,206.0,407.0,51.4,9.1,2.07,7.4,6.2,88.0,3.6,Delhi,Anand Vihar,ug/m3,ug/m3,0,Friday,1,January,2023-01-06,False
2023-01-06 01:00:00,160.3,220.1,55.3,12.3,1.87,8.2,3.8,85.0,6.3,Delhi,Anand Vihar,ug/m3,ug/m3,1,Friday,1,January,2023-01-06,False
2023-01-06 02:00:00,131.3,182.1,54.0,19.1,1.01,5.6,4.9,91.0,6.8,Delhi,Anand Vihar,ug/m3,ug/m3,2,Friday,1,January,2023-01-06,False
2023-01-06 03:00:00,205.8,348.3,56.7,11.7,1.57,7.6,4.5,83.0,2.9,Delhi,Anand Vihar,ug/m3,ug/m3,3,Friday,1,January,2023-01-06,False
2023-01-06 04:00:00,175.9,331.2,33.8,15.6,1.3,6.8,4.6,87.0,3.4,Delhi,Anand Vihar,ug/m3,ug/m3,4,Friday,1,January,2023-01-06,False
2023-01-06 05:00:00,201.1,328.0,51.3,16.0,1.79,9.2,5.5,80.0,5.1,Delhi,Anand Vihar,ug/m3,ug/m3,5,Friday,1,January,2023-01-06,False
2023-01-06 06:00:00,209.1,369.7,63.0,14.7,1.52,6.4,7.2,83.0,1.6,Delhi,Anand Vihar,ug/m3,ug/m3,6,Friday,1,January,2023-01-06,False
2023-01-06 07:00:00,240.8,315.6,72.5,10.1,1.78,13.3,6.2,85.0,2.0,Delhi,Anand Vihar,ug/m3,ug/m3,7,Friday,1,January,2023-01-06,False
2023-01-06 08:00:00,301.6,459.0,50.6,15.1,2.68,10.2,10.0,81.0,7.2,Delhi,Anand Vihar,ug/m3,ug/m3,8,Friday,1,January,2023-01-06,False
2023-01-06 09:00:00,241.5,320.3,67.7,12.5,2.61,11.3,11.5,85.0,7.0,Delhi,Anand Vihar,ug/m3,ug/m3,9,Friday,1,January,2023-01-06,False
2023-01-06 10:00:00,202.0,349.5,55.4,15.45,2.79,13.9,14.2,68.0,5.0,Delhi,Anand Vihar,ug/m3,ug/m3,10,Friday,1,January,2023-01-06,False
2023-01-06 11:00:00,146.9,201.4,66.6,18.4,1.61,18.5,12.9,63.0,6.9,Delhi,Anand Vihar,ug/m3,ug/m3,11,Friday,1,January,2023-01-06,False
2023-01-06 12:00:00,111.6,157.1,28.2,12.6,0.99,19.1,15.5,71.0,5.2,Delhi,Anand Vihar,ug/m3,ug/m3,12,Friday,1,January,2023-01-06,False
2023-01-06 13:00:00,123.3,207.7,26.7,21.6,1.1600000000000001,29.8,15.6,53.0,3.1,Delhi,Anand Vihar,ug/m3,ug/m3,13,Friday,1,January,2023-01-06,False
2023-01-06 14:00:00,129.4,230.2,20.6,15.1,1.33,26.2,15.1,61.0,2.1,Delhi,Anand Vihar,ug/m3,ug/m3,14,Friday,1,January,2023-01-06,False
2023-01-06 15:00:00,192.3,302.8,33.8,9.1,1.38,41.0,13.4,62.0,6.6,Delhi,Anand Vihar,ug/m3,ug/m3,15,Friday,1,January,2023-01-06,False
2023-01-06 16:00:00,165.4,280.1,62.8,13.6,1.24,20.1,16.0,49.0,3.3,Delhi,Anand Vihar,ug/m3,ug/m3,16,Friday,1,January,2023-01-06,False
2023-01-06 17:00:00,229.6,387.7,48.5,20.9,1.42,18.0,14.7,56.0,7.0,Delhi,Anand Vihar,ug/m3,ug/m3,17,Friday,1,January,2023-01-06,False
2023-01-06 18:00:00,206.6,323.5,58.1,11.3,2.35,13.2,15.9,57.0,4.2,Delhi,Anand Vihar,ug/m3,ug/m3,18,Friday,1,January,2023-01-06,False
2023-01-06 19:00:00,205.1,294.1,68.6,13.6,1.85,18.5,13.5,71.0,8.2,Delhi,Anand Vihar,ug/m3,ug/m3,19,Friday,1,January,2023-01-06,False
2023-01-06 20:00:00,225.3,381.4,60.0,9.9,2.1,6.5,12.7,68.0,2.6,Delhi,Anand Vihar,ug/m3,ug/m3,20,Friday,1,January,2023-01-06,False
2023-01-06 21:00:00,233.5,397.3,62.1,10.3,4.01,8.2,9.3,73.0,2.2,Delhi,Anand Vihar,ug/m3,ug/m3,21,Friday,1,January,2023-01-06,False
2023-01-06 22:00:00,369.1,645.8,56.7,11.3,3.07,7.9,9.0,70.0,5.5,Delhi,Anand Vihar,ug/m3,ug/m3,22,Friday,1,January,2023-01-06,False
2023-01-06 23:00:00,200.3,330.6,40.2,10.2,2.08,5.3,5.0,78.0,4.1,Delhi,Anand Vihar,ug/m3,ug/m3,23,Friday,1,January,2023-01-06,False
2023-01-07 00:00:00,190.6,271.3,34.5,10.7,1.11,13.1,7.2,81.0,5.4,Delhi,Anand Vihar,ug/m3,ug/m3,0,Saturday,1,January,2023-01-07,True
2023-01-07 01:00:00,139.5,239.2,40.7,19.4,1.1,5.4,7.3,87.0,4.8,Delhi,Anand Vihar,ug/m3,ug/m3,1,Saturday,1,January,2023-01-07,True
