timestamp,city,station,pm25,pm25_unit,pm10,pm10_unit,no2,so2,co,o3,temp_c,rh_pct,wind_kmh
2023-03-14 16:00:00,Delhi,Anand Vihar,66.8,ug/m3,112.0,ug/m3,40.1,10.3,1.22,55.2,22.7,50.0,3.1
2023-01-30 22:00:00,Delhi,Anand Vihar,188.0,ug/m3,334.8,ug/m3,45.7,23.7,1.68,6.5,9.0,76.0,6.6
2023-02-03 09:00:00,Delhi,Anand Vihar,210.5,ug/m3,302.3,ug/m3,42.5,19.5,1.42,15.5,9.6,77.0,11.1
2023-02-09 00:00:00,Delhi,Anand Vihar,121.3,ug/m3,162.5,ug/m3,45.3,14.9,1.59,8.5,8.3,82.0,3.7
2023-04-22 06:00:00,Delhi,Anand Vihar,61.1,ug/m3,120.4,ug/m3,,16.7,0.76,14.1,23.8,67.0,10.2
2023-05-07 17:00:00,Delhi,Anand Vihar,75.6,ug/m3,118.7,ug/m3,38.5,8.0,0.91,82.7,32.8,47.0,10.1
2023-12-22 23:00:00,Delhi,Anand Vihar,213.4,ug/m3,343.5,ug/m3,41.8,13.5,1.7,8.5,8.5,82.0,4.3
2023-09-19 05:00:00,Delhi,Anand Vihar,50.0,ug/m3,103.6,ug/m3,38.6,13.0,0.96,13.8,24.0,63.0,4.7
2023-08-25 05:00:00,Delhi,Anand Vihar,35.5,ug/m3,73.6,ug/m3,24.4,9.2,0.57,7.1,30.7,57.0,10.2
2023-05-05 20:00:00,Delhi,Anand Vihar,105.8,ug/m3,178.5,ug/m3,40.9,9.9,1.35,30.5,32.2,43.0,12.3
2023-02-18 14:00:00,Delhi,Anand Vihar,,ug/m3,94.7,ug/m3,20.9,10.9,0.58,43.3,17.9,53.0,4.1
2023-08-12 05:00:00,Delhi,Anand Vihar,33.7,ug/m3,76.3,ug/m3,24.1,9.6,0.9,10.1,31.6,49.0,12.4
2023-08-19 09:00:00,Delhi,Anand Vihar,32.3,ug/m3,67.9,ug/m3,26.2,8.4,1.2,12.3,36.1,35.0,10.2
2023-01-18 13:00:00,Delhi,Anand Vihar,142.8,ug/m3,207.5,ug/m3,32.1,16.6,1.77,19.1,14.1,60.0,5.1
2023-02-13 09:00:00,Delhi,Anand Vihar,211.1,ug/m3,296.0,ug/m3,59.8,16.3,1.63,12.6,12.4,75.0,7.4
2023-05-03 18:00:00,Delhi,Anand Vihar,128.9,ug/m3,199.8,ug/m3,51.3,13.1,1.4,47.5,34.7,46.0,8.2
2023-06-25 04:00:00,Delhi,Anand Vihar,53.4,ug/m3,112.7,ug/m3,21.2,9.8,0.95,15.0,33.4,51.0,16.5
2023-05-29 10:00:00,Delhi,Anand Vihar,93.3,ug/m3,161.6,ug/m3,44.3,10.3,1.55,41.7,36.0,42.0,9.2
2023-08-15 17:00:00,Delhi,Anand Vihar,35.9,ug/m3,82.4,ug/m3,27.7,7.7,1.16,49.2,39.5,26.0,16.2
2023-04-30 09:00:00,Delhi,Anand Vihar,81.7,ug/m3,137.3,ug/m3,31.3,11.3,1.57,31.3,27.4,45.0,7.9
2023-09-15 00:00:00,Delhi,Anand Vihar,70.1,ug/m3,139.2,ug/m3,30.8,7.4,0.84,11.5,25.1,50.0,10.0
2023-09-24 23:00:00,Delhi,Anand Vihar,43.7,ug/m3,107.9,ug/m3,25.2,10.6,1.38,11.8,23.7,54.0,9.1
2023-05-14 15:00:00,Delhi,Anand Vihar,52.4,ug/m3,73.7,ug/m3,,9.9,0.77,95.2,38.0,27.0,13.6
2023-05-21 07:00:00,Delhi,Anand Vihar,85.6,ug/m3,109.1,ug/m3,28.2,8.5,1.23,26.2,29.1,51.0,8.5
2023-12-12 07:00:00,Delhi,Anand Vihar,244.7,ug/m3,391.1,ug/m3,66.9,13.2,2.93,6.9,8.9,78.0,5.0
2023-01-28 20:00:00,Delhi,Anand Vihar,211.5,ug/m3,311.6,ug/m3,47.8,7.4,,17.4,11.0,83.0,7.5
2023-04-09 12:00:00,Delhi,Anand Vihar,56.3,ug/m3,85.4,ug/m3,24.2,8.8,0.85,31.5,27.8,43.0,11.3
2023-02-25 22:00:00,Delhi,Anand Vihar,109.3,ug/m3,161.4,ug/m3,49.7,13.7,1.47,7.7,12.6,72.0,3.0
2023-12-28 10:00:00,Delhi,Anand Vihar,212.8,ug/m3,317.4,ug/m3,62.1,21.1,2.28,12.0,10.6,71.0,4.0
2023-07-18 23:00:00,Delhi,Anand Vihar,,ug/m3,84.3,ug/m3,22.1,9.1,1.41,9.0,33.6,44.0,13.1
2023-03-03 00:00:00,Delhi,Anand Vihar,110.0,ug/m3,197.7,ug/m3,,9.6,1.56,9.5,12.8,80.0,
2023-09-24 06:00:00,Delhi,Anand Vihar,73.9,ug/m3,132.1,ug/m3,,9.6,0.86,,23.7,59.0,7.8
2023-10-16 12:00:00,Delhi,Anand Vihar,156.6,ug/m3,234.4,ug/m3,34.1,12.6,1.02,34.2,24.5,37.0,9.1
2023-10-04 21:00:00,Delhi,Anand Vihar,141.5,ug/m3,209.8,ug/m3,33.4,7.7,1.17,10.8,22.7,51.0,4.8
2023-11-24 02:00:00,Delhi,Anand Vihar,260.2,ug/m3,427.4,ug/m3,36.9,10.3,1.41,7.8,9.6,77.0,3.1
2023-01-08 11:00:00,Delhi,Anand Vihar,147.4,ug/m3,207.3,ug/m3,54.9,14.2,2.52,13.7,12.4,65.0,7.1
2023-04-12 16:00:00,Delhi,Anand Vihar,49.5,ug/m3,76.7,ug/m3,48.2,10.6,1.0,35.1,27.2,41.0,9.5
2023-05-01 03:00:00,Delhi,Anand Vihar,78.7,ug/m3,154.9,ug/m3,29.1,7.2,0.71,16.9,22.4,69.0,11.6
2023-06-21 22:00:00,Delhi,Anand Vihar,88.6,ug/m3,197.8,ug/m3,42.1,10.7,1.04,30.4,36.1,35.0,12.7
2023-01-03 04:00:00,Delhi,Anand Vihar,172.6,ug/m3,245.8,ug/m3,42.9,15.7,1.02,8.0,7.3,85.0,5.2
2023-08-05 05:00:00,Delhi,Anand Vihar,,ug/m3,,ug/m3,,,,,32.3,54.0,13.3
2023-05-08 09:00:00,Delhi,Anand Vihar,76.1,ug/m3,124.1,ug/m3,54.3,11.6,1.98,24.8,,42.0,9.2
2023-07-12 01:00:00,Delhi,Anand Vihar,33.6,ug/m3,65.0,ug/m3,22.8,11.0,1.19,14.0,33.6,39.0,15.7
2023-02-24 20:00:00,Delhi,Anand Vihar,201.9,ug/m3,359.2,ug/m3,,15.9,1.69,14.3,14.5,69.0,1.3
2023-07-06 00:00:00,Delhi,Anand Vihar,0.0409,mg/m3,,mg/m3,21.7,13.4,0.61,11.6,33.9,45.0,13.0
2023-12-07 08:00:00,Delhi,Anand Vihar,248.0,ug/m3,,ug/m3,59.8,9.7,,9.6,10.8,80.0,2.5
2023-11-07 14:00:00,Delhi,Anand Vihar,338.2,ug/m3,526.3,ug/m3,27.3,11.3,1.07,,21.0,43.0,5.1
2023-05-13 06:00:00,Delhi,Anand Vihar,86.7,ug/m3,146.8,ug/m3,27.4,8.7,0.94,15.6,29.2,56.0,12.0
2023-10-28 15:00:00,Delhi,Anand Vihar,128.4,ug/m3,200.6,ug/m3,20.0,8.9,0.83,38.4,26.5,42.0,7.1
2023-03-27 00:00:00,Delhi,Anand Vihar,73.7,ug/m3,120.7,ug/m3,35.5,7.0,1.26,6.6,15.6,72.0,8.2
2023-01-16 19:00:00,Delhi,Anand Vihar,223.6,ug/m3,406.6,ug/m3,54.1,11.9,2.43,12.4,13.6,67.0,2.8
2023-10-10 01:00:00,Delhi,Anand Vihar,95.5,ug/m3,130.7,ug/m3,22.1,10.6,1.42,11.2,20.1,63.0,6.8
2023-08-09 16:00:00,Delhi,Anand Vihar,35.6,ug/m3,68.1,ug/m3,18.6,13.2,0.82,40.8,40.4,23.0,10.1
2023-06-19 05:00:00,Delhi,Anand Vihar,87.6,ug/m3,193.2,ug/m3,36.0,9.2,0.55,32.2,29.8,58.0,12.1
2023-12-23 15:00:00,Delhi,Anand Vihar,143.4,ug/m3,243.6,ug/m3,34.5,13.9,0.83,23.8,12.8,54.0,6.4
2023-09-20 00:00:00,Delhi,Anand Vihar,64.6,ug/m3,130.1,ug/m3,36.4,10.0,1.1,14.8,23.5,57.0,11.7
2023-01-07 05:00:00,Delhi,Anand Vihar,184.4,ug/m3,,ug/m3,41.5,9.5,,7.2,5.0,79.0,8.7
2023-06-04 05:00:00,Delhi,Anand Vihar,72.9,ug/m3,137.4,ug/m3,26.5,8.8,1.11,26.7,30.2,49.0,13.0
2023-04-12 05:00:00,Delhi,Anand Vihar,96.6,ug/m3,170.4,ug/m3,24.5,15.2,0.93,19.2,20.3,76.0,13.9
2023-07-25 19:00:00,Delhi,Anand Vihar,45.6,ug/m3,88.0,ug/m3,38.4,13.0,1.19,17.6,40.2,13.0,6.7
2023-04-11 22:00:00,Delhi,Anand Vihar,81.3,ug/m3,117.5,ug/m3,32.2,11.0,1.56,23.6,24.5,63.0,6.3
2023-09-18 07:00:00,Delhi,Anand Vihar,81.5,ug/m3,153.6,ug/m3,37.6,11.1,,8.6,27.5,51.0,8.0
2023-09-14 05:00:00,Delhi,Anand Vihar,84.9,ug/m3,169.7,ug/m3,41.8,13.0,0.99,14.6,24.5,62.0,9.0
2023-02-18 18:00:00,Delhi,Anand Vihar,176.7,ug/m3,278.1,ug/m3,43.4,13.4,1.62,,18.0,58.0,2.0
2023-10-02 05:00:00,Delhi,Anand Vihar,,ug/m3,178.5,ug/m3,35.4,9.1,0.81,12.7,21.1,70.0,4.8
2023-07-21 16:00:00,Delhi,Anand Vihar,25.6,ug/m3,50.7,ug/m3,24.2,10.0,0.88,29.3,39.9,19.0,15.4
2023-05-17 13:00:00,Delhi,Anand Vihar,58.9,ug/m3,92.5,ug/m3,24.9,10.4,0.85,45.7,36.8,35.0,15.3
2023-04-19 00:00:00,Delhi,Anand Vihar,66.0,ug/m3,92.6,ug/m3,33.9,6.4,0.97,,23.6,62.0,11.6
2023-06-17 17:00:00,Delhi,Anand Vihar,55.6,ug/m3,102.4,ug/m3,28.7,10.4,1.21,42.8,40.4,26.0,12.6
2023-05-15 08:00:00,Delhi,Anand Vihar,120.2,ug/m3,195.8,ug/m3,34.9,11.2,1.35,29.0,30.7,55.0,8.9
2023-02-17 19:00:00,Delhi,Anand Vihar,243.0,ug/m3,441.9,ug/m3,62.7,11.3,2.13,21.1,15.6,59.0,4.1
2023-05-07 01:00:00,Delhi,Anand Vihar,67.9,ug/m3,108.7,ug/m3,25.0,12.2,0.87,10.7,25.0,68.0,13.4
2023-10-19 12:00:00,Delhi,Anand Vihar,113.0,ug/m3,166.0,ug/m3,30.3,12.2,0.97,49.9,27.1,46.0,3.3
2023-09-09 03:00:00,Delhi,Anand Vihar,41.1,ug/m3,93.0,ug/m3,34.2,11.5,1.02,16.3,26.3,50.0,7.3
2023-02-07 17:00:00,Delhi,Anand Vihar,186.9,ug/m3,252.1,ug/m3,43.8,9.6,1.65,21.1,15.5,66.0,9.6
2023-06-20 23:00:00,Delhi,Anand Vihar,85.7,ug/m3,180.9,ug/m3,29.4,10.2,1.02,24.8,33.5,46.0,14.4
2023-11-10 13:00:00,Delhi,Anand Vihar,391.0,ug/m3,599.5,ug/m3,26.6,12.6,0.86,33.5,20.9,52.0,7.4
2023-05-06 19:00:00,Delhi,Anand Vihar,95.0,ug/m3,158.7,ug/m3,28.4,15.8,1.12,38.2,33.5,45.0,14.8
2023-06-01 17:00:00,Delhi,Anand Vihar,71.6,ug/m3,157.1,ug/m3,26.5,17.5,1.36,42.9,35.9,34.0,7.0
2023-05-22 03:00:00,Delhi,Anand Vihar,117.2,ug/m3,191.9,ug/m3,28.8,17.2,0.71,11.7,27.2,55.0,10.9
2023-07-14 21:00:00,Delhi,Anand Vihar,55.3,ug/m3,123.1,ug/m3,29.3,7.7,0.85,10.0,35.7,33.0,11.8
2023-01-21 09:00:00,Delhi,Anand Vihar,218.8,ug/m3,348.7,ug/m3,47.2,11.6,1.69,7.8,10.9,74.0,4.0
2023-03-31 09:00:00,Delhi,Anand Vihar,146.9,ug/m3,250.4,ug/m3,51.1,12.3,1.7,18.9,22.2,66.0,9.1
2023-01-07 10:00:00,Delhi,Anand Vihar,141.6,ug/m3,266.2,ug/m3,36.2,19.1,1.93,7.6,10.0,77.0,5.6
2023-04-07 08:00:00,Delhi,Anand Vihar,100.3,ug/m3,159.5,ug/m3,46.9,11.5,1.65,,21.3,62.0,6.1
2023-04-26 05:00:00,Delhi,Anand Vihar,84.8,ug/m3,140.2,ug/m3,22.9,11.9,1.32,14.0,22.3,68.0,10.9
2023-12-30 00:00:00,Delhi,Anand Vihar,152.5,ug/m3,218.5,ug/m3,33.0,9.8,1.42,8.6,4.6,84.0,5.7
2023-01-05 16:00:00,Delhi,Anand Vihar,181.1,ug/m3,256.0,ug/m3,41.5,17.0,1.62,17.0,14.0,62.0,6.0
2023-11-14 04:00:00,Delhi,Anand Vihar,328.3,ug/m3,569.3,ug/m3,59.1,20.6,1.3,7.3,10.2,78.0,6.5
2023-10-25 10:00:00,Delhi,Anand Vihar,118.8,ug/m3,206.5,ug/m3,42.6,10.5,1.94,21.4,20.1,55.0,5.0
2023-09-06 13:00:00,Delhi,Anand Vihar,40.1,ug/m3,89.1,ug/m3,25.7,6.7,0.72,41.2,33.8,25.0,11.8
2023-12-02 10:00:00,Delhi,Anand Vihar,211.4,ug/m3,346.7,ug/m3,65.1,18.1,1.2,14.9,14.3,67.0,
2023-02-21 03:00:00,Delhi,Anand Vihar,98.0,ug/m3,134.0,ug/m3,31.3,14.1,1.74,11.2,12.2,88.0,6.2
2023-09-15 15:00:00,Delhi,Anand Vihar,36.4,ug/m3,70.1,ug/m3,20.2,11.5,0.78,36.4,32.1,29.0,7.3
2023-12-29 10:00:00,Delhi,Anand Vihar,236.7,ug/m3,357.3,ug/m3,54.9,9.5,1.61,20.7,10.8,72.0,5.2
2023-05-21 00:00:00,Delhi,Anand Vihar,75.5,ug/m3,128.1,ug/m3,25.5,12.8,0.86,22.2,,58.0,7.8
2023-10-14 07:00:00,Delhi,Anand Vihar,110.4,ug/m3,154.0,ug/m3,31.6,11.6,1.13,22.7,17.9,71.0,6.4
2023-11-27 05:00:00,Delhi,Anand Vihar,186.4,ug/m3,289.9,ug/m3,28.4,9.4,1.66,5.8,11.0,78.0,2.8
2023-08-08 23:00:00,Delhi,Anand Vihar,48.0,ug/m3,108.5,ug/m3,30.7,11.3,0.73,11.5,36.0,41.0,9.0
2023-03-01 23:00:00,Delhi,Anand Vihar,123.8,ug/m3,201.3,ug/m3,39.6,14.6,1.46,11.7,12.0,76.0,7.7
2023-09-02 12:00:00,Delhi,Anand Vihar,40.9,ug/m3,92.8,ug/m3,17.4,10.1,0.78,39.7,37.8,28.0,12.5
2023-01-28 05:00:00,Delhi,Anand Vihar,146.6,ug/m3,212.7,ug/m3,37.8,15.3,1.22,6.1,7.4,83.0,5.8
2023-03-28 10:00:00,Delhi,Anand Vihar,105.7,ug/m3,148.5,ug/m3,40.0,14.0,1.76,29.2,22.0,63.0,6.8
2023-05-01 13:00:00,Delhi,Anand Vihar,39.8,ug/m3,73.3,ug/m3,18.6,10.1,0.76,77.2,34.4,37.0,9.6
2023-07-04 21:00:00,Delhi,Anand Vihar,0.0536,mg/m3,0.1081,mg/m3,22.5,12.2,1.42,11.8,38.5,36.0,14.9
2023-06-09 06:00:00,Delhi,Anand Vihar,85.2,ug/m3,189.2,ug/m3,21.9,13.5,0.95,23.5,30.4,48.0,10.7
2023-07-26 03:00:00,Delhi,Anand Vihar,34.0,ug/m3,72.4,ug/m3,20.6,6.3,0.86,9.4,34.8,52.0,12.3
2023-09-13 03:00:00,Delhi,Anand Vihar,52.4,ug/m3,109.0,ug/m3,38.1,11.2,1.42,,,58.0,7.1
2023-09-20 07:00:00,Delhi,Anand Vihar,94.4,ug/m3,203.2,ug/m3,30.1,10.4,1.51,21.8,25.4,51.0,7.0
2023-12-22 17:00:00,Delhi,Anand Vihar,200.7,ug/m3,298.5,ug/m3,64.0,14.5,1.46,16.7,14.2,64.0,0.5
2023-11-19 14:00:00,Delhi,Anand Vihar,112.6,ug/m3,192.2,ug/m3,18.5,13.5,1.29,40.6,20.8,53.0,1.1
2023-09-11 04:00:00,Delhi,Anand Vihar,65.5,ug/m3,134.3,ug/m3,30.1,8.8,1.18,11.3,24.8,56.0,8.4
2023-07-01 05:00:00,Delhi,Anand Vihar,0.0449,mg/m3,0.0941,mg/m3,21.1,7.8,0.76,,33.1,46.0,9.5
2023-11-19 19:00:00,Delhi,Anand Vihar,187.1,ug/m3,341.6,ug/m3,78.5,12.3,2.41,9.1,16.7,59.0,7.4
2023-07-08 10:00:00,Delhi,Anand Vihar,0.027,mg/m3,0.07,mg/m3,26.1,,0.93,24.3,38.7,35.0,10.3
2023-03-19 15:00:00,Delhi,Anand Vihar,61.1,ug/m3,,ug/m3,21.6,13.4,0.71,39.4,22.5,48.0,14.1
2023-03-21 12:00:00,Delhi,Anand Vihar,88.2,ug/m3,125.0,ug/m3,28.5,10.0,0.98,43.6,22.3,53.0,8.2
2023-09-04 06:00:00,Delhi,Anand Vihar,69.1,ug/m3,128.5,ug/m3,25.9,6.9,1.45,12.3,29.6,56.0,9.2
2023-12-03 22:00:00,Delhi,Anand Vihar,216.9,ug/m3,382.5,ug/m3,44.3,8.3,1.83,8.1,12.3,70.0,3.3
2023-12-05 15:00:00,Delhi,Anand Vihar,118.4,ug/m3,181.8,ug/m3,40.2,14.4,1.23,29.0,17.3,41.0,0.5
2023-12-21 13:00:00,Delhi,Anand Vihar,131.6,ug/m3,185.0,ug/m3,26.7,12.2,1.08,14.3,16.3,61.0,4.8
2023-08-20 01:00:00,Delhi,Anand Vihar,34.6,ug/m3,79.3,ug/m3,24.2,8.3,0.64,11.0,30.4,55.0,
2023-12-17 05:00:00,Delhi,Anand Vihar,180.8,ug/m3,310.4,ug/m3,28.9,12.0,1.48,5.0,6.7,82.0,2.9
2023-05-09 04:00:00,Delhi,Anand Vihar,114.4,ug/m3,202.0,ug/m3,26.3,10.3,,17.4,24.5,61.0,7.7
2023-07-22 21:00:00,Delhi,Anand Vihar,59.7,ug/m3,129.7,ug/m3,24.6,9.0,0.99,11.6,37.0,35.0,10.9
2023-08-05 08:00:00,Delhi,Anand Vihar,,ug/m3,,ug/m3,,,,,35.3,44.0,12.2
2023-12-17 14:00:00,Delhi,Anand Vihar,104.7,ug/m3,176.4,ug/m3,27.2,12.2,1.28,18.8,17.1,58.0,4.8
2023-09-30 20:00:00,Delhi,Anand Vihar,57.9,ug/m3,107.7,ug/m3,35.4,10.2,0.93,17.4,25.8,46.0,4.8
2023-07-17 20:00:00,Delhi,Anand Vihar,43.3,ug/m3,95.9,ug/m3,32.9,12.6,1.68,12.9,38.5,36.0,13.5
2023-02-04 21:00:00,Delhi,Anand Vihar,170.5,ug/m3,279.0,ug/m3,37.3,12.2,1.8,11.1,11.7,70.0,1.4
2023-05-12 09:00:00,Delhi,Anand Vihar,104.6,ug/m3,158.5,ug/m3,40.9,11.9,1.87,32.4,30.5,42.0,
2023-03-15 01:00:00,Delhi,Anand Vihar,130.2,ug/m3,168.4,ug/m3,40.3,8.9,0.99,8.9,14.1,80.0,4.7
2023-03-06 13:00:00,Delhi,Anand Vihar,,ug/m3,79.6,ug/m3,24.4,8.1,0.75,38.7,21.8,60.0,4.9
2023-10-14 02:00:00,Delhi,Anand Vihar,90.1,ug/m3,153.4,ug/m3,,8.6,1.1,16.0,18.1,68.0,3.8
2023-11-29 16:00:00,Delhi,Anand Vihar,186.6,ug/m3,297.9,ug/m3,49.5,16.7,1.43,37.3,18.7,66.0,7.1
2023-01-24 05:00:00,Delhi,Anand Vihar,271.3,ug/m3,397.6,ug/m3,52.8,17.7,2.1,5.8,6.7,84.0,2.6
2023-09-02 10:00:00,Delhi,Anand Vihar,51.3,ug/m3,104.9,ug/m3,39.3,7.9,0.97,41.9,33.9,45.0,11.6
2023-09-23 13:00:00,Delhi,Anand Vihar,31.0,ug/m3,69.2,ug/m3,19.7,9.5,0.56,52.0,33.4,33.0,4.8
2023-11-23 06:00:00,Delhi,Anand Vihar,291.6,ug/m3,454.7,ug/m3,55.2,10.1,1.46,7.2,9.4,78.0,0.5
2023-02-07 06:00:00,Delhi,Anand Vihar,193.0,ug/m3,350.6,ug/m3,27.2,16.5,1.56,9.1,8.5,82.0,6.0
2023-05-17 20:00:00,Delhi,Anand Vihar,206.7,ug/m3,301.2,ug/m3,42.7,9.0,1.46,25.6,34.5,46.0,10.9
2023-04-24 08:00:00,Delhi,Anand Vihar,82.1,ug/m3,132.4,ug/m3,46.7,,1.15,19.0,27.9,65.0,8.5
2023-11-03 20:00:00,Delhi,Anand Vihar,539.0,ug/m3,,ug/m3,37.4,14.5,2.19,15.1,17.6,63.0,0.9
2023-05-20 09:00:00,Delhi,Anand Vihar,70.7,ug/m3,114.0,ug/m3,44.0,8.4,,26.8,34.4,43.0,13.9
2023-02-05 14:00:00,Delhi,Anand Vihar,55.2,ug/m3,93.1,ug/m3,31.5,7.0,0.81,30.4,17.4,59.0,3.6
2023-06-07 05:00:00,Delhi,Anand Vihar,85.4,ug/m3,219.8,ug/m3,25.5,13.5,0.97,16.6,30.7,55.0,11.6
2023-04-04 23:00:00,Delhi,Anand Vihar,51.5,ug/m3,95.0,ug/m3,30.0,12.8,1.3,13.6,23.1,66.0,7.3
2023-11-02 15:00:00,Delhi,Anand Vihar,263.6,ug/m3,,ug/m3,36.3,17.9,0.98,20.6,23.5,48.0,1.6
2023-04-24 12:00:00,Delhi,Anand Vihar,69.7,ug/m3,115.8,ug/m3,16.7,11.7,1.36,49.6,31.5,39.0,6.0
2023-12-04 09:00:00,Delhi,Anand Vihar,170.0,ug/m3,269.9,ug/m3,71.0,8.5,2.65,12.1,11.6,69.0,6.1
2023-06-22 16:00:00,Delhi,Anand Vihar,53.7,ug/m3,106.4,ug/m3,25.0,14.8,0.84,,40.7,26.0,14.6
2023-12-14 16:00:00,Delhi,Anand Vihar,149.1,ug/m3,239.8,ug/m3,48.6,13.4,1.37,18.6,16.1,56.0,4.4
2023-11-27 18:00:00,Delhi,Anand Vihar,284.8,ug/m3,527.3,ug/m3,41.8,14.2,1.84,20.2,19.0,54.0,2.3
2023-09-04 13:00:00,Delhi,Anand Vihar,41.6,ug/m3,87.8,ug/m3,20.5,11.0,0.82,58.3,34.3,32.0,8.9
2023-11-23 08:00:00,Delhi,Anand Vihar,406.5,ug/m3,674.8,ug/m3,66.0,10.8,,12.8,13.5,69.0,3.9
2023-09-01 22:00:00,Delhi,Anand Vihar,53.8,ug/m3,119.6,ug/m3,43.1,11.5,1.14,14.4,30.4,40.0,9.7
2023-09-25 11:00:00,Delhi,Anand Vihar,61.5,ug/m3,120.2,ug/m3,29.4,9.1,1.21,60.9,29.1,37.0,5.8
2023-06-18 11:00:00,Delhi,Anand Vihar,46.9,ug/m3,85.8,ug/m3,21.1,19.3,0.85,57.5,39.7,26.0,13.4
2023-11-29 17:00:00,Delhi,Anand Vihar,153.4,ug/m3,208.8,ug/m3,67.9,,1.71,16.8,19.8,53.0,4.1
2023-03-08 07:00:00,Delhi,Anand Vihar,118.0,ug/m3,175.2,ug/m3,42.0,8.2,1.61,18.4,15.0,86.0,7.0
2023-10-03 18:00:00,Delhi,Anand Vihar,144.2,ug/m3,222.4,ug/m3,59.1,17.1,1.2,29.4,26.3,40.0,5.3
2023-12-27 12:00:00,Delhi,Anand Vihar,,ug/m3,262.5,ug/m3,63.5,17.0,1.33,17.3,16.3,62.0,1.7
2023-12-23 08:00:00,Delhi,Anand Vihar,132.5,ug/m3,227.1,ug/m3,44.3,11.7,2.19,7.2,8.8,64.0,1.5
2023-08-17 08:00:00,Delhi,Anand Vihar,43.8,ug/m3,91.0,ug/m3,34.9,14.0,1.04,17.5,34.2,55.0,4.3
2023-06-08 08:00:00,Delhi,Anand Vihar,102.4,ug/m3,210.9,ug/m3,37.9,6.3,1.09,23.5,32.7,36.0,13.0
2023-11-22 14:00:00,Delhi,Anand Vihar,180.6,ug/m3,,ug/m3,24.0,14.5,0.97,37.4,19.2,50.0,0.5
2023-05-01 15:00:00,Delhi,Anand Vihar,87.8,ug/m3,139.8,ug/m3,20.7,11.8,0.81,93.8,,40.0,7.2
2023-05-02 03:00:00,Delhi,Anand Vihar,91.2,ug/m3,150.1,ug/m3,26.2,4.8,1.09,13.8,21.9,73.0,9.0
2023-09-29 03:00:00,Delhi,Anand Vihar,56.5,ug/m3,105.1,ug/m3,47.6,11.4,1.32,16.2,21.9,58.0,10.5
2023-10-31 02:00:00,Delhi,Anand Vihar,92.1,ug/m3,143.8,ug/m3,35.6,6.7,1.0,9.3,13.8,84.0,5.0
2023-04-05 20:00:00,Delhi,Anand Vihar,163.8,ug/m3,265.5,ug/m3,57.6,13.1,1.5,18.3,20.0,67.0,5.7
2023-06-02 15:00:00,Delhi,Anand Vihar,44.7,ug/m3,100.5,ug/m3,18.9,16.4,0.45,36.6,40.3,21.0,14.2
2023-08-31 10:00:00,Delhi,Anand Vihar,39.7,ug/m3,86.7,ug/m3,25.0,8.2,1.09,26.3,32.6,31.0,10.7
2023-02-28 03:00:00,Delhi,Anand Vihar,116.4,ug/m3,150.9,ug/m3,40.8,11.4,1.85,7.8,10.1,83.0,3.5
2023-06-25 16:00:00,Delhi,Anand Vihar,49.7,ug/m3,98.2,ug/m3,16.0,9.1,0.65,46.5,43.4,25.0,12.7
2023-05-23 01:00:00,Delhi,Anand Vihar,97.7,ug/m3,137.6,ug/m3,41.6,13.9,1.31,16.9,29.5,56.0,14.7
2023-01-30 00:00:00,Delhi,Anand Vihar,144.3,ug/m3,202.7,ug/m3,32.3,9.8,1.54,6.4,5.7,81.0,6.2
